,title,vector,cluster
196,ndr,"[ 0.06954  -0.76846   0.81642  -0.3407    0.11453  -0.092492  0.37119
 -0.17842   0.1839   -0.076442 -0.10773  -0.36455  -0.45692   0.55121
 -0.059336 -0.074228 -0.32017  -0.2721    0.67636   0.1022   -0.77136
  0.34376  -0.795    -0.36691  -0.24315  -1.1199    0.25537   0.82836
  0.29375   0.44319  -0.82521   0.29852  -0.10002   0.85647  -0.22206
  0.28855   0.17906  -0.10314   0.18724   0.25841   0.98238  -0.3666
 -0.39914   0.9897   -0.24398  -0.97911   0.70488  -0.1047    0.15408
  0.54852  -0.14961   0.19213   0.73038  -0.81712  -0.32252   0.41067
  0.62543   0.53019  -0.42987   0.41825   0.46603  -0.44443  -0.47097
  0.20712   0.43331   0.26423  -0.39619   0.23407   0.6613    0.34938
  0.16815  -0.26238   0.15104  -0.40107   0.084595  0.637     0.71084
 -0.084161  0.15432   0.27555  -0.24439  -0.81642   0.1439    0.96762
 -0.69391  -0.34669   0.051529  1.4799    0.01059   0.86287   0.15577
 -0.10808   0.40845   0.31398   0.23114  -0.42655   0.49435   0.082145
  0.81932   0.020495]",0
197,buch,"[ 1.3263e-01 -4.7970e-01 -1.4952e-01  2.7909e-01 -2.9612e-01 -2.3340e-01
  9.6311e-02 -2.5144e-02  4.5207e-01  1.6925e-01  8.7887e-01  2.5950e-01
 -5.2555e-02  1.2493e-01  2.3410e-01 -5.2790e-02  4.0910e-01 -1.2121e-03
 -8.6766e-02  1.6750e-01  2.6830e-01  9.9134e-02 -5.7922e-01  2.6796e-01
 -4.9424e-01 -1.5005e-01  5.2566e-01  9.3767e-02  1.9623e-01 -2.2231e-01
 -3.5333e-01 -2.5789e-01 -2.7561e-01 -4.6464e-01  3.6624e-02  4.0269e-01
  6.4069e-01 -2.4398e-01  1.0192e-01  2.4585e-01 -1.4353e-02  6.8088e-01
 -3.9956e-01  7.4352e-01  1.3496e-03 -1.8967e-01  1.0257e-02 -4.7998e-01
  7.8210e-02  6.7526e-01 -3.3810e-01 -3.2175e-01  1.3451e-01 -8.7460e-01
 -5.6918e-01 -9.8744e-03  4.8171e-01 -1.2274e-01 -7.9500e-01 -2.9544e-01
  6.1105e-01 -2.7016e-01  8.0113e-02 -3.9384e-01 -2.2405e-01  4.1505e-02
  6.3363e-01 -8.1694e-03  1.8870e-02 -3.2468e-01  2.7229e-01  2.1718e-01
  2.1992e-01 -4.8881e-01  1.7889e-01  1.5739e-01  1.2658e-01  1.3151e-01
  3.2746e-01  2.3943e-01 -4.8254e-02 -1.3314e-01 -5.9572e-01 -4.4514e-01
 -4.9291e-02 -3.1460e-01 -1.5514e-02 -2.4567e-01 -2.4286e-01 -1.2894e-01
  9.1608e-02 -1.5935e-01  1.0120e+00  8.4283e-01  1.3813e+00  3.3397e-01
 -1.2278e-01 -1.3352e-01 -5.0179e-01  4.0839e-02]",0
198,münster,"[ 0.64046  -0.22578  -0.35838  -0.37407   0.13261   0.71888   0.051874
 -0.53162   0.46451   0.16848   0.44527  -0.13105   0.35701   1.1604
 -0.10885   0.39747   0.015616 -0.63493  -0.18758  -0.31037  -0.5641
  0.16524  -0.36519   0.72897  -0.86106  -0.64441   0.49768   0.33785
  0.69086  -0.22909  -0.41602   0.18805   0.82258  -0.16585  -1.0787
 -0.34182  -0.21502  -0.41845  -0.28158  -0.094974  0.021959 -0.23061
 -0.25969   0.13606  -0.84615   0.022361  1.3438   -0.60263  -0.24758
  0.44156  -0.37999  -0.13267  -0.34386  -0.122    -0.92237  -0.18225
  0.13756  -0.39377  -0.78554  -0.68818   1.1046    0.18821  -1.1955
  0.24135  -0.22125  -0.11221  -0.057404 -0.06969  -0.070363 -0.057573
 -0.44651  -0.67565   0.34905  -0.54628  -0.38105   0.11962   0.97208
  0.26025   0.29338   0.028081  0.04543   0.25385  -1.0108    1.0553
 -0.3663    0.95527  -0.17002  -0.77362   0.11281  -0.21365  -0.50416
 -0.35234  -0.068169  1.3151    0.22717   0.68702   0.42375   0.41319
 -0.19936   0.32167 ]",0
199,grafik,"[-0.010013  -0.15308   -0.37228    0.32098   -0.15652   -0.086741
  0.13867    0.0647     0.1394     0.31509    0.43974    0.13883
 -0.36053   -0.11436   -0.4745     0.43886   -0.0031622 -0.16157
  0.18789   -0.14342    0.27089    0.061056  -0.76247    0.14447
 -0.25722    0.65402    0.19846    0.37066   -0.092676   0.44274
 -0.27076   -0.48571    0.0021637 -0.24877   -0.094818  -0.036082
  0.085138  -0.30146    0.0099892 -0.18664    0.32711    0.089614
 -0.65214   -0.0091719 -0.2539    -0.46775    0.081998   0.28901
 -0.23804    0.69233   -0.23532    0.2449    -0.58362   -0.30828
 -0.016171   0.78315    0.40012    0.40525   -0.74271    0.017665
  0.59068    0.14361   -0.79371   -0.23      -0.41754    0.15867
 -0.27377   -0.29397   -0.17393    0.10287    0.051163   0.21224
 -0.14376    0.21254   -0.39195   -0.086071  -0.0060231 -0.16048
  0.12299   -0.43758   -0.48418   -0.12679   -0.080134  -0.23808
  0.20528   -0.10299   -0.02721   -0.22862   -0.12788    0.31211
  0.095419   0.064948   0.38612   -0.18102    0.62915    0.10505
  0.39661    0.39966    0.14188   -0.068193 ]",0
200,menden,"[-0.076868 -0.59859  -0.34434   0.16174  -0.32165  -0.10586  -0.074245
 -0.52558   0.33059  -0.30916   0.293     0.036168 -0.29157   0.18489
  0.52826   0.053784 -0.38656   0.11253  -0.03961  -0.60621  -0.25869
  0.13556  -0.055322 -0.19256  -0.36866  -0.31051   0.62956   0.26303
  0.23319   0.020789 -0.31228  -0.17346   0.20332  -0.34872   0.27112
  0.3089    0.021763 -0.239     0.058154 -0.10008   0.36041   0.050645
 -0.086584  0.013131 -0.38436  -0.053883  0.54613  -0.17928   0.20665
  0.63156   0.17812   0.16793   0.043931 -0.35348   0.11224   0.72669
  0.030621 -0.32289  -0.42731  -0.40514   0.35512  -0.39304   0.12921
 -0.57484  -0.40498   0.16039  -0.55283   0.057993 -0.38485  -0.22297
 -0.042673 -0.047777 -0.037261  0.29366   0.28736   0.19408   0.52887
 -0.011448  0.58273   0.42361  -0.4252    0.062712  0.28412  -0.39089
  0.41478   0.47209  -0.33595   0.2221   -0.13681   0.35051   0.15479
  0.29734   0.13307   0.033896  0.56487   0.13167  -0.17914   0.45172
 -0.33719   0.19077 ]",0
201,reederei,"[ 0.61588   -0.37033   -0.77459   -0.095113   0.30633   -0.4244
  0.13964   -0.39738    0.025653   0.27202    0.41575   -0.16072
 -0.26782   -0.13931   -0.46665   -0.26705    0.24642   -0.41502
  0.59071   -0.16676   -0.13249   -0.0040646 -0.37946   -0.57052
 -0.24302    0.28043   -0.32092    0.52452    0.20357    0.099851
  0.36735   -0.21577   -0.25523    0.15548    0.39109    0.21208
  0.45193   -0.27434    0.0042476 -0.54568    0.069489  -0.074245
 -0.5961     0.15573    0.16626   -0.30846   -0.027412   0.18138
 -0.056947   0.4209     0.023301   0.25861   -0.17564   -0.41799
 -0.045693   0.36881   -0.24785    1.0909    -0.67576   -0.82012
  0.88706   -0.21544    0.20265    0.0033759  0.11866   -0.17948
  0.38014    0.43587   -0.56288    0.50146    0.31815    0.42015
 -0.14774   -0.18483   -0.061436   0.082796   0.26714   -0.042363
  0.75369    0.049134   0.058663  -0.019844   0.57003    0.71398
  0.24682   -0.11585    0.083762  -0.22418   -0.29507    0.8463
 -0.42557   -0.095879   0.37775   -0.017057   0.90712   -0.59725
  0.24307    0.21836    0.0131    -0.71909  ]",0
202,graz,"[ 0.16952  -0.6921    0.52486  -0.010044 -0.3374    0.041102 -0.45121
  0.038466 -0.084778  0.091867  0.41883  -0.41313  -0.53617   0.57319
 -0.051281  0.40866   0.073828  0.038744 -0.63308   0.056977  0.25868
  0.72304  -0.84289   0.84506  -1.0368   -0.13877  -0.014103  0.072772
  0.36597  -0.41203  -1.0879   -0.34489  -0.035101  0.039073 -0.24816
 -0.40081   0.53474   0.37427  -0.9822   -0.83964   0.80865  -0.20374
 -0.066197 -0.87807  -0.01911  -0.45963   0.71631   0.3735    0.99393
  1.1091   -0.39248  -0.62556   0.17323  -0.25449  -0.94028  -0.31766
 -0.14212  -0.46532  -0.76605  -0.032553  0.57637   0.40716  -0.001855
  0.61866   0.027892  0.45725  -0.49982   0.24609  -0.19599   0.12796
 -0.33007  -0.49532   0.68589   0.78172  -0.70798  -0.67501   0.17699
 -1.3053   -0.06867  -0.74563   0.25551  -0.47868  -0.21492   0.053697
 -0.10102   0.38565   0.20527   0.10576  -0.59197  -0.51659   0.8194
 -0.49003  -0.34623   1.2949   -0.061059 -0.21841   0.19333   0.062724
  1.0695   -0.11793 ]",0
203,hirsau,"[ 0.073229  -0.42214   -0.58634    0.12738    0.27315   -0.092493
 -0.34728   -0.42861   -0.0079754 -0.051446   0.30212    0.98849
 -0.5639     0.16401    0.055294  -0.18437    0.12258    0.17717
  0.36062   -0.10818   -0.49608   -0.3713    -0.25534   -0.40278
  0.23371   -0.27255   -0.049778   0.063564  -0.31331    0.6319
 -0.057608  -0.6897     0.34039   -0.0028121 -0.021832   0.14348
 -0.046146  -0.13623   -0.14625   -0.43066   -0.35175   -0.030078
 -0.21917   -0.071524  -0.4922     0.02363    0.10532    0.38622
  0.19772   -0.13429    0.089818   0.065091  -0.30802   -0.61383
 -0.17692    0.55317   -0.44185   -0.26178   -0.65474   -0.4911
  0.33677   -0.37399    0.26192    0.42534   -0.039813  -0.099625
 -0.66704   -0.6718     0.1271    -0.41998    0.18511    0.61832
 -0.29964    0.31596   -0.38845   -0.42666   -0.2173     0.27893
  0.41223    0.018474   0.0059676 -0.047113   0.77083   -0.16624
  0.16642    0.35464    0.15207   -0.20837   -0.14605    0.30472
  0.051636  -0.47647   -0.62165   -0.046891  -0.13847   -0.32516
  0.23092    0.45032    0.064117   0.0041036]",0
204,miami,"[ 0.45787  -0.6346    0.57957  -1.5217    0.30754   0.99605   0.80451
  0.33519  -0.75131  -0.094862  0.057034 -0.36748  -0.35887  -0.60243
 -0.2591   -0.26845   0.22364   0.24026  -0.036293  0.44407  -0.28614
  0.49811   0.1022    0.17515   0.18457  -0.20699   0.02202  -1.3657
  0.23744  -0.077921 -0.11868   0.16336   0.44065   1.0258   -0.56745
 -0.26988  -0.13349   0.22888   0.32348   0.02096  -0.52971  -1.1302
 -0.023998 -0.28549   0.18277  -0.012712 -0.092102  0.016044  0.39229
 -0.3328   -0.23271  -0.010226  0.38842  -0.44263   0.25171  -1.541
 -0.14468  -0.15703   1.1759    0.6668   -1.734     0.40119  -0.11224
 -1.3305   -0.26263  -0.55498  -0.11802   0.24254  -0.6664    1.1179
 -0.61167   0.11977  -0.56173  -0.025974  0.45762  -0.44107   0.27953
  0.12607  -0.17618   0.54841   0.50565  -0.029022 -0.8825    0.39903
 -0.62913  -0.31734   0.62913  -0.094542 -0.075359 -0.40065  -0.088971
 -0.092448 -0.1472   -0.075617 -0.8648    0.35634  -0.064509  0.066471
  0.88272  -0.082793]",0
205,nürtingen,"[ 0.27338   -0.36337    0.15073    0.60903    0.14827   -0.12126
 -0.15063   -0.16983    0.29096    0.079667   0.16294   -0.4875
 -0.23307    0.10205   -0.20923    0.17857   -0.27371    0.021952
  0.31676   -0.15739   -0.21942    0.1076    -0.022898  -0.088496
 -0.40543   -0.013843   0.02127    0.014107  -0.12645   -0.024266
 -0.053079  -0.34226    0.24852   -0.46331    0.31222   -0.14217
  0.003776  -0.21354   -0.055214  -0.16113    0.37522    0.063776
 -0.038722  -0.09482   -0.38332   -0.29881    0.54373    0.028525
 -0.11403    0.32466   -0.12536    0.04223    0.016255  -0.20825
 -0.07175    0.54058   -0.14974   -0.27258   -0.78468   -0.30439
  0.12564   -0.43394   -0.25682   -0.22052   -0.34571    0.065213
 -0.25841   -0.22088   -0.36041    0.010863   0.36871   -0.074203
  0.087628   0.31861   -0.24516    0.17874    0.55225   -0.086474
  0.44251    0.076881  -0.59991   -0.0038585  0.10598   -0.086914
  0.48364    0.42547    0.037523  -0.012489  -0.27979    0.59596
  0.10225   -0.26626    0.059247   0.1453     0.38861    0.18587
  0.26962    0.42779   -0.37168   -0.3308   ]",0
206,cdu/csu,"[ 0.065939  -0.47615   -0.30239    0.23708    0.13002   -0.13492
  0.23399   -0.49744    0.12269   -0.11995    0.52817   -0.14168
 -0.072355   0.082878  -0.64245   -0.17958   -0.54755   -1.2272
  0.70886   -0.23782   -0.07898   -0.57477    0.23801   -0.34378
 -0.86849   -0.78222    0.30555    0.44629    0.016693  -0.25935
  0.057803   0.83606   -0.088137  -0.52514    0.41971    0.40932
  0.49206    0.32807    0.34018    0.61923   -0.12688    0.33222
  0.31229    0.75067   -0.37017   -0.10885    0.10785    0.36727
  0.34855    0.41207    0.11589    0.059936   0.18453   -0.43777
 -0.15669    0.36816    0.53598    0.39998   -0.43594    0.11222
 -0.16413   -0.63339   -0.050473   0.57834    0.33993    0.3712
 -0.63409   -0.37624    0.30984   -0.09556    0.094825  -0.15649
 -0.17485    0.16041   -0.58899    0.30421   -0.68071   -0.0036009
  0.22784   -0.089658  -0.23216    0.25969    0.39837    0.73808
 -0.13152   -0.19318    0.13325    0.992      0.27021    0.62771
  0.20461   -0.30832    0.02344    0.81308    0.096661  -0.012331
  0.41644    0.56522    0.026226  -0.4258   ]",0
207,riepe,"[ 0.3193    -0.27329   -0.62198   -0.0034033 -0.26528   -0.22669
  0.063654  -0.12942    0.15548   -0.35988   -0.32257   -0.13263
 -0.27132    0.041676  -0.05628   -0.20842   -0.45016    0.12497
  0.09183    0.13846   -0.0029276 -0.017568   0.48041   -0.34671
 -0.60156    0.50507    0.14274   -0.018305  -0.16553    0.34704
  0.075113  -0.18905   -0.30182   -0.44554    0.037881  -0.36164
  0.25974   -0.27129    0.45456    0.029055   0.17414    0.10704
  0.0096751  0.53087   -0.34045    0.37435   -0.29241   -0.18632
 -0.54059    0.28007    0.57092   -0.626      0.04674   -0.58456
  0.68163    0.49212   -0.015198   0.039759  -0.3974    -0.49023
  0.073204  -0.56807    0.60432   -0.34191   -0.64834   -0.095596
  0.14093    0.39683   -0.035526   0.1358     0.12079   -0.15706
 -0.12348    0.082671   0.070072   0.33496   -0.26021    0.064985
  0.2967     0.14532   -0.13221    0.013534   0.4202    -0.86877
  0.63225    0.0096716 -0.40796   -0.16991   -0.3296     0.30203
  0.27394    0.098314   0.12362   -0.34611    0.39073   -0.26312
  0.23206   -0.0081028 -0.62034    0.11745  ]",0
208,israel,"[-0.65934  -0.81412  -0.2839    0.76011  -0.11146  -0.61907   0.010244
  0.34232   0.82014   0.55979  -0.29106  -0.77078   0.32314   0.94634
  0.28619   0.19692  -0.47358  -0.6205   -1.4824    0.68584   0.4318
 -0.016829 -0.07451   0.20148   0.63541  -0.52343  -0.18225  -0.66543
  1.0884    0.041033 -0.072937  0.67568  -0.49297   1.0742   -0.33457
 -0.52544   0.47114  -0.28363  -0.41259  -0.17976  -0.87859   0.065961
  0.75812   0.77299   0.25499  -0.98354   0.84831   1.0287   -0.74665
 -0.42677   1.0865    0.52108   1.0863    1.6645   -0.91746  -2.0156
  0.57173  -0.25288   1.2012    0.64015   0.51149   0.061051  0.6306
 -0.62896   1.0806    0.91885   0.37489   0.79463  -0.65474  -0.48438
  0.61396  -1.0848   -0.54577  -0.47719  -0.004804  0.61967  -0.043081
 -0.089579 -1.2394    0.28197   1.5635    0.43307  -0.42943   0.56805
 -0.45773   0.45965  -0.020948  0.39477   0.62256  -0.083506 -0.33269
  0.029769 -0.4327   -0.18069  -1.2595    0.7402    0.59368   0.58605
  0.60501   0.88034 ]",0
209,erfurt,"[ 0.6332     0.11044    0.12885   -0.21975   -0.070555   0.36894
 -0.65761   -0.28284    0.28297    0.4232    -0.237      0.17176
 -0.35924    0.86818    0.0029813  0.61002    0.23159   -0.72723
 -0.67675   -0.0091441 -0.15637    0.15127   -0.011551   0.80526
 -0.42097   -0.73216    0.12827    0.75012   -0.12736    0.54788
 -0.82963    0.063615   0.082519  -0.48941   -0.31662   -0.92818
  0.31641    0.014395   0.013151  -0.030476  -0.021066  -0.07584
 -0.42168    0.10112   -0.42136   -0.33796    1.0927    -0.55555
  0.80904    0.8822    -0.8787    -1.0667    -0.36101    0.18815
 -0.80306    0.10698   -0.015658  -0.78689   -0.39708    0.072557
  0.10993    0.47888   -0.28141    0.36672   -0.3922    -0.10306
 -0.51632    0.50141   -0.59615    0.13772   -0.76292   -1.1241
  0.64489    0.26342   -0.37617    0.36738    1.1526    -0.012569
  0.10955   -0.24018   -0.37411    0.46559   -0.51641    0.040525
  0.1314     0.29778    0.32505   -0.14139   -0.14084    0.2269
  0.67636    0.013108   0.07289    0.96445    0.49508   -0.20265
  0.25064    0.49819    0.41906   -0.17679  ]",0
210,schilling,"[ 4.4227e-01  6.2884e-01  4.9790e-02 -7.7142e-01 -6.3755e-01  3.0227e-01
  8.5955e-02 -8.5268e-01 -1.2387e+00 -3.7996e-01  4.4201e-01  4.7698e-01
  3.4062e-01  9.2345e-01  1.0272e-01  3.5878e-01 -1.1950e-01  2.1560e-02
 -5.7718e-02  5.1090e-01  5.5650e-03  8.8077e-02 -5.4018e-01  1.2020e+00
  6.5466e-01  2.3764e-01  3.9117e-01  1.1457e-01  5.5292e-02 -1.9727e-01
 -1.9589e-01  6.5175e-01  1.9959e-01  3.0189e-01  1.8175e-01 -2.4131e-01
 -6.3249e-01  3.7542e-01  4.9501e-01  2.4483e-01  4.6680e-01 -8.0466e-02
  5.2204e-01  2.3126e-01 -6.8444e-01 -4.1722e-01  7.2849e-01 -6.1113e-01
  4.0004e-01 -2.1088e-02 -2.2088e-01  5.5132e-02  4.0465e-01 -2.9818e-01
 -2.5659e-01 -2.6083e-01 -2.2840e-02 -1.3805e-02 -8.1964e-03  1.3630e+00
 -3.3884e-01  1.9824e-01 -2.6903e-01 -2.0425e-02 -1.8040e-01 -5.8052e-02
  5.8028e-01  5.3065e-01 -6.4842e-01  2.8946e-01 -4.1558e-01 -1.4373e-01
 -1.1399e+00 -3.9824e-01  7.5074e-01  4.9805e-01 -1.2597e+00 -3.3036e-04
 -3.9504e-01  5.6452e-01 -3.9869e-01 -4.7479e-01 -1.2510e+00  3.8760e-01
  2.8607e-01  5.2372e-01  8.1852e-01  3.6423e-01 -5.4395e-01 -2.1228e-01
  5.4903e-01 -9.3153e-01  3.6596e-02 -2.4321e-01  3.1785e-01  1.7016e-01
  1.2227e-01  7.2525e-01  6.7617e-02  1.8497e-02]",0
211,theologie,"[ 0.42208  -0.22031  -0.72873   0.58364  -0.36768   0.12861   0.038906
 -0.026456  0.14306   0.21172   0.11664   0.23297   0.11343   0.61517
 -0.51055   0.15784  -0.21028   0.20826   0.3468   -0.36819   0.84457
  0.051668 -1.0112   -0.11945  -0.30466   0.79339  -0.37549   0.2966
  0.17192   0.45885  -0.46702  -0.55776  -0.3055   -0.57164  -0.20824
 -0.096798  0.22188  -0.6621   -0.12955  -0.17271   0.4043    0.18137
 -0.86118  -0.064584  0.048474 -0.40505  -0.097914  0.53825  -0.36739
  0.59521  -0.11657   0.29921  -0.49637  -0.32582  -0.099876  0.56336
  0.8201    0.29127  -0.49089  -0.54576   0.44567   0.22777  -0.61387
 -0.13684  -0.35134   0.23017  -0.23391  -0.32548   0.29302   0.13757
  0.12433   0.094937 -0.069844  0.48304  -0.052025 -0.64654  -0.020518
  0.031198  0.18451  -0.42122  -0.54444   0.21673   0.073188 -0.37512
  0.094032 -0.44201  -0.40776  -0.29206  -0.26949   0.15298   0.042201
  0.01781   0.82158   0.54877   0.52657   0.22145   0.42585  -0.18734
 -0.26363  -0.32866 ]",0
212,promotion,"[ 0.38564   -0.59072   -0.59435   -0.075001   0.91649   -0.51743
  0.09493   -0.09277   -0.039738   0.17894    0.14515   -0.81841
  0.23033   -0.36294    0.28491   -0.34841    0.93254   -0.68661
 -0.04643    0.17569   -0.11805   -0.20301   -0.53061   -0.26446
 -0.56648    0.41126    0.37553   -0.21264   -0.30029   -0.66838
 -1.0042     0.72973    0.036589  -0.033519   0.20542    0.26936
 -0.76084    0.32597   -1.2121    -0.22624    0.11063   -0.01065
 -0.044707  -0.45695    0.55129   -0.18652   -0.18531    0.18739
 -0.19463   -1.195     -0.45776    0.23827   -1.141      1.1372
  0.70819   -1.5161     0.30974   -0.3828     1.2001     0.13166
 -0.63927   -0.32217   -0.55789   -0.0017267  0.38446   -0.23066
 -0.48069    0.23599    0.68909   -0.29774    0.14728   -0.24487
  0.32495   -0.067918  -0.16381    0.49392   -0.95438   -0.028703
 -1.1846    -0.31134    0.091817   0.43583    0.31214    0.11925
 -1.0507    -0.10106   -0.90664   -0.42287    0.33421   -0.32866
 -0.2348    -0.046561  -0.040385   0.88038    0.35925   -0.53078
 -0.16546    0.93419    0.63004    0.1244   ]",0
213,künstler,"[ 0.25213   -0.18967   -0.52824    0.48289   -0.46289   -0.15987
  0.31472   -0.27314    0.21102   -0.58709    0.51194    0.63888
  0.085235  -0.18074   -0.50391    0.26597    0.008995   0.018113
  0.038686  -0.0032862  0.43084    0.038558  -0.45448   -0.29589
  0.32612    0.18223    0.10769    0.62758    0.24361    0.11754
 -0.62943   -0.24253    0.095121  -0.098717   0.19029   -0.10811
  0.81226   -0.34005   -0.19038   -0.22097    0.14716    0.57593
 -0.25789    0.48305    0.072504  -0.55469   -0.33916    0.23819
 -0.32158    0.10568   -0.081273  -0.1214     0.025459  -0.44456
 -0.29697    0.95235    0.12585   -0.34119   -0.61489   -0.078242
  0.23251    0.16274   -0.47623    0.24448    0.1847     0.053129
  0.25225   -0.69901   -0.23661   -0.16873    0.50822    0.055575
 -0.3613     0.50058    0.42989    0.0055624  0.084931  -0.053453
  0.85854   -0.14912   -0.11441    0.04829    0.41534   -0.52485
  0.31281    0.050143  -0.55908   -0.34003    0.12221    0.071584
  0.32485   -0.19148    0.6011     0.1385     0.91137    0.11258
  0.257      0.37015   -0.022234  -0.15347  ]",0
214,moma,"[ 0.36066   0.1166    0.30703  -0.10151   0.35144  -0.17724  -0.085163
  0.92461  -0.23134   0.092353 -0.12107  -0.64395   0.25728  -0.32359
 -0.015057  0.42158   0.064331  0.50696   0.081529 -0.10039   0.09586
 -0.19412  -0.52073  -0.28143   0.85084  -0.2953    0.672    -0.24165
 -0.019841 -0.25883  -0.82317   0.062928  0.08631   0.99518  -0.77246
  0.2303   -0.079967 -0.80406   0.2399   -1.1443    0.50986  -0.61976
 -0.42705   0.28062   0.086577  0.21884   0.40608  -0.1592    0.43203
  0.38582   0.49902  -0.020024  0.19348  -0.94192  -0.90052   0.27867
  0.36732  -0.12487  -0.23917  -0.44659  -0.65808   0.7547   -0.16731
  1.0448    0.14988  -0.070899 -0.033529  0.25322   0.14637   0.30173
  0.46591   0.072743 -0.46296   0.25862   0.13676  -1.3935    0.095925
  0.10823  -0.68049  -0.42156  -0.45527  -0.051079  0.68807  -0.12261
 -0.3196    0.56733  -0.1497    0.20023  -0.6107   -0.021474  0.75736
 -0.43969   1.1374   -0.42057   0.083    -0.55152  -0.048089 -0.20148
  0.071693  0.24969 ]",0
215,spaatz,"[-0.49183   0.22122  -0.62799   0.4593    0.4145   -0.8585   -0.061548
 -0.90667  -0.22311  -0.21565   0.28198  -0.46031  -0.19586  -0.084279
  0.051039 -0.51477  -0.41203   0.4318   -0.53289  -0.38386  -0.65793
 -0.054695  0.37265  -0.35709   0.16408   0.60275   0.28177   0.18492
  0.91167  -0.70566   0.43653  -0.4788    0.64543   0.41356  -0.27619
  0.028083  0.14739   0.67448  -0.083031  0.32658   0.11987   0.23391
  0.31811   0.34701   0.23344   1.1346    0.3892   -0.32343  -0.365
  0.34749   0.11377  -0.11693  -0.19351  -0.40896  -0.20012   0.73602
  0.21884   0.16297   0.33799  -0.087929  0.39184  -0.20459  -0.034988
  1.0625    0.30893  -0.80136  -0.91605  -0.070031 -0.54747   0.93625
  0.33958  -0.15346   0.11856  -0.13406  -0.36203   0.26479  -0.50898
  0.025064  0.54307   0.011559 -0.064875 -0.24116  -0.55672  -0.52255
  0.20956   0.19905  -0.062645 -0.42563  -0.10066   0.23876   0.43821
 -0.15162   0.30312  -0.28568   0.60625   0.84649   0.27645   0.63462
 -0.19496   0.56168 ]",0
216,oberbürgermeister,"[ 0.035923  -0.12432   -0.012788  -0.22218    0.22379    0.52822
 -0.21474   -0.075517   0.040397  -0.45704    0.12371    0.028927
  0.12458   -0.0066727 -0.3125    -0.58062   -0.13302    0.26209
 -0.18414    0.084702   0.58291   -0.10732   -1.411     -0.364
 -0.27222    0.022882   0.24758    0.13867    0.27064    0.19086
  0.042142  -0.50391    0.5102     0.22646    0.29793    0.0035211
 -0.41186   -0.35975    0.16839   -0.0049774  0.20061    0.43182
  0.048002   0.18353    0.57008   -0.091471  -0.43553   -0.14978
 -0.3475     0.63756    0.051776  -0.038183   0.2612    -0.22336
  0.057572   0.42854    0.11943    0.85505   -0.96603   -0.83444
  0.28137   -0.13581   -0.77609    0.22994    0.050059  -0.18447
 -0.39771   -0.18462   -0.26103   -0.13749    0.13517    0.37967
 -0.31086    0.32365   -0.029907  -0.72261    0.22045    0.15762
  0.0041584  0.024568  -0.77937   -0.25557   -0.31978   -0.20055
  0.266      0.32433   -0.76795    0.0039288  0.43551   -0.37459
 -0.10925    0.31922    0.10464    0.17459    0.7482    -0.17504
 -0.15354    0.20531   -0.43841   -0.5989   ]",0
217,künzelsau,"[ 0.098475  -0.26669   -0.090617   0.39145    0.29081    0.21571
 -0.20999    0.22       0.41298    0.10994    0.14389   -0.19728
 -0.044445   0.021563   0.010474   0.26316   -0.36348    0.21273
  0.35703   -0.25263   -0.2374     0.11704   -0.041644  -0.0092196
 -0.56535    0.032415   0.14942    0.23569    0.0357    -0.11027
 -0.033098  -0.33464    0.16989   -0.12992    0.087264  -0.29512
  0.005231  -0.34828    0.039052   0.047707   0.21684    0.1485
  0.024741  -0.041861  -0.25624   -0.066162   0.48925   -0.065853
  0.08757    0.31873    0.055028   0.098504  -0.22415   -0.30547
 -0.0076209  0.65681   -0.12743   -0.27419   -0.5422    -0.43882
 -0.011509  -0.13192    0.56316   -0.12066   -0.1596     0.18613
 -0.13563   -0.50063   -0.16764   -0.13965    0.35449   -0.079459
  0.012108   0.5439    -0.20341   -0.023797   0.26171   -0.18644
  0.53557    0.089031  -0.64304    0.067156  -0.005267   0.059563
  0.56272    0.32851   -0.22556   -0.11141   -0.0055597  0.54869
  0.16603    0.19452    0.11043   -0.024445   0.58296    0.11607
  0.42892    0.40364   -0.45615   -0.065593 ]",0
