,title,vector,cluster
946,a45,"[-0.21022     0.01573     0.45588    -0.024785    0.29582     0.12663
 -0.48047     0.33777     0.38246    -0.18754     0.71909     0.37135
  0.46997     0.029634    0.18086     0.12841     0.27423    -0.57326
  0.34569     0.26383     0.032536    0.10844     0.41348     0.021274
  0.055162    0.1045     -0.12557    -0.078044    0.0099946   0.1463
 -0.49562     0.44373     0.4541     -0.10379    -0.28841    -0.17668
 -0.20805    -0.56593     0.51535     0.83676     0.41763     0.073683
  0.58489    -0.14759    -0.018974    0.33346     0.28298     0.7352
  0.4763      0.65655     0.14793     0.097259    0.087137   -0.14399
  0.40287     0.76207    -0.76695     0.083927   -0.77888    -0.62877
 -0.068102   -0.50334    -0.051665    0.40436     0.1188      0.24938
 -0.11087    -0.25578    -0.31211    -0.25185     0.01898    -0.10797
  0.032516   -0.24098    -0.076342   -0.26013     0.13424     0.37866
  0.49598    -0.48648    -0.41843     0.28067    -0.067738   -0.10083
  0.32283     0.75382    -0.12541     0.00094771 -0.31104     0.61891
 -0.78854     0.22146    -0.23798     0.13848     0.23186    -0.75607
  0.34745     0.60766     0.32781     0.5089    ]",0
947,broker,"[-0.11824   -0.47013   -0.060016   0.30134    0.53225   -0.86898
  0.36004   -0.56959    0.098001  -0.19853   -0.32666   -0.05627
  0.29053    0.21221   -0.12677    0.35152   -0.22955   -0.98238
 -0.39792    0.34898   -0.10828   -0.11028    0.33722   -0.50165
  0.0052295 -0.2949    -1.0669    -0.27296   -0.28455   -0.18601
  0.12528    0.25819   -0.20306    0.41464    0.42994   -0.11919
  0.47673   -0.20656    1.0666    -1.0529     0.40346    0.16742
  0.21096   -1.0156    -0.41417   -0.15274   -0.83884   -0.36577
 -0.1905    -0.88145    0.084005   0.20714    0.56522    0.047879
  0.2361    -1.1711    -0.92456   -0.59166    1.0727     0.27415
  0.015778  -0.96262   -0.51499    0.16316    0.096848  -0.37946
  0.78915    0.98202    0.61784   -0.32405   -0.63763    0.031337
 -0.75698   -0.87614    0.12867   -1.0724    -0.42478   -0.30931
 -1.0929    -0.5184     1.0864     0.82395    0.31724    0.076674
  0.19355   -0.0673    -0.28326   -0.018173  -0.068334  -1.0141
 -0.63782    0.49686    0.02809   -1.0979    -0.16901    0.96913
  0.64998    0.79908   -0.019354   0.47846  ]",4
948,chess,"[ 3.7635e-01  5.4567e-01  3.0534e-01  9.0395e-01 -8.8172e-02  6.2945e-01
  4.0376e-01 -8.1160e-01 -1.9370e-01 -3.1395e-01 -1.6067e-02 -6.8291e-01
 -1.2400e-02 -2.0827e-01 -1.0267e+00  1.4386e+00  5.1816e-01  2.0026e-01
 -8.3672e-04 -2.9563e-01 -7.5463e-01  1.9618e-01  6.0900e-01  3.6774e-01
  7.2106e-01 -8.6832e-01 -2.1198e-01 -4.3051e-01  7.1873e-01  7.5019e-01
 -6.0245e-01  7.5618e-01 -5.5033e-01 -6.6510e-01  5.3047e-01 -2.2391e-01
 -9.2297e-01  6.2659e-01 -2.5183e-01 -8.2082e-01 -1.6507e-01  2.9234e-01
 -2.6373e-01 -8.1124e-01 -4.0006e-02 -1.3341e-01  2.9392e-01 -4.4894e-01
  5.6080e-02  3.9754e-01 -6.8598e-01 -3.4001e-01 -1.1112e-02  7.5445e-01
  2.8091e-01 -1.4169e+00  2.7837e-01  3.4846e-01  1.3482e-01  1.2508e+00
 -8.0446e-02  4.9207e-01 -7.0844e-01  6.3239e-01 -3.8550e-01 -4.9367e-01
 -2.1818e-01  7.6461e-01  6.3680e-01  1.0494e-02 -1.9562e-01 -2.6752e-01
  4.4512e-01  5.6729e-01 -9.4051e-01  1.0706e-01  6.9933e-01 -3.4509e-02
 -1.7194e-01  5.0608e-02  3.8976e-01 -3.2920e-01  8.5001e-02 -3.3619e-01
 -6.2415e-01  3.5335e-01 -6.0966e-01 -3.6996e-01  6.6216e-01 -1.5296e-01
  1.9905e-01  9.6856e-01 -3.5779e-01  5.3459e-01  7.2205e-01 -4.9331e-01
 -3.8660e-02 -1.8411e-01  2.2157e-01  3.6662e-01]",2
949,annette,"[-2.1120e-01 -1.6326e-01 -7.1411e-01 -6.7402e-01 -1.4069e-04  5.4515e-01
 -7.8901e-02  9.3944e-01  2.1074e-01 -4.7934e-01 -1.0925e+00  3.4274e-01
 -2.8578e-02 -1.1855e-01  5.7136e-01 -3.7129e-01  2.6333e-01 -2.2035e-01
 -2.8614e-01  9.2299e-01  1.4923e-01  1.6669e-01  3.9578e-01  4.9294e-01
 -7.6090e-02  2.0770e-01  1.7880e-01 -3.7424e-01  1.8064e-01 -3.1945e-01
 -3.3855e-01  6.8243e-01  6.5511e-01 -4.6199e-02 -1.2383e-01  7.5852e-02
  6.2052e-01  2.2873e-01 -7.9937e-01  1.2731e-01 -2.2319e-01 -4.3151e-01
 -2.5348e-01  1.0354e-01 -5.0181e-01  1.1959e-01 -5.0822e-01 -6.7584e-01
 -1.4791e-01  4.9599e-03 -4.1511e-02 -7.4250e-01  2.0587e-01  1.5121e-01
  1.8755e-01 -3.1184e-01  3.0557e-01  1.2153e+00 -8.9636e-01 -2.2668e-01
 -1.8354e-01  8.0341e-01  4.7429e-01  4.0771e-01 -9.8335e-01  2.4159e-01
 -3.5339e-01  8.9821e-01 -2.5665e-01  4.0160e-02 -5.7311e-01  1.0515e-01
 -4.8392e-01 -3.7366e-02  3.4613e-01  4.3040e-01  4.1985e-02  7.1481e-01
 -3.3150e-01 -6.6209e-01  8.7303e-02  7.9736e-02  1.3212e-01 -4.2580e-03
  3.8058e-02 -5.5198e-01 -3.0908e-01  6.9776e-01  7.1187e-01 -1.6883e+00
  4.9696e-01  1.1290e-01  4.6835e-01  3.7034e-01  5.4760e-01  4.6240e-01
 -8.8025e-01 -4.3453e-01 -3.4987e-01 -3.8216e-01]",1
950,christine,"[-1.4397e-01 -3.3726e-01  5.5174e-01 -5.0946e-01  5.3404e-01 -1.3634e-01
  1.9238e-01  4.2368e-01 -1.9675e-01 -6.3855e-01 -1.1473e-01  5.2642e-01
 -9.9208e-01  5.6616e-01 -2.9430e-01 -5.0058e-01 -5.3394e-01 -2.6152e-01
 -1.0052e+00  4.3699e-01 -5.0692e-01  2.8263e-01  4.0990e-01  1.8359e-01
  4.0964e-01 -2.8193e-01  4.0914e-01 -9.7517e-01 -1.7378e-01  7.3955e-02
 -1.3747e-01  1.8061e-01  5.5436e-01 -6.7736e-02 -2.6182e-01 -5.7277e-01
  1.3719e-01  5.5512e-01  3.1508e-04  9.4165e-02 -5.5026e-01 -4.1947e-01
 -3.0169e-01  7.4484e-01 -6.4909e-01  5.1187e-01 -8.5105e-01 -6.1891e-01
  2.9361e-01 -1.5323e-01  2.2434e-01 -3.3671e-01  2.3818e-02  4.4160e-01
  4.1922e-01 -1.0102e+00 -1.0384e-01  7.1674e-01 -4.6878e-01 -4.7845e-01
 -4.6092e-02  2.1891e-02 -5.2452e-01 -7.5969e-02  1.9379e-01  5.0314e-02
  1.2506e-01  6.2080e-01  2.2906e-01  6.5388e-01 -3.8671e-01 -1.1134e-01
 -8.6330e-01 -2.6632e-01  6.7865e-01  2.0342e-01 -2.6999e-01 -3.0998e-01
 -3.3373e-01 -7.6689e-02 -9.2889e-01 -5.9907e-01  5.4908e-01  1.4489e-01
 -1.3954e-01 -7.9324e-01  3.7801e-01 -3.8956e-02 -2.3276e-01 -1.0805e+00
  9.0646e-01 -4.1641e-01  5.4364e-01  3.6758e-02  9.3524e-02  2.5094e-01
 -5.8886e-01 -6.3126e-01 -1.3836e-01 -2.8157e-01]",1
951,basler,"[ 0.62036   -0.2441    -0.052086  -0.64197    0.025392   0.93219
  0.15543   -0.072882  -0.21638   -0.60843    0.28711    0.18477
 -0.26079   -0.20972    0.019315   0.47557    0.22643    0.15557
 -0.33225   -0.77045    0.19347    0.66431   -1.6225     0.85993
 -0.13555    0.2288    -0.67785    0.40802   -0.22373    0.48286
 -0.52474    0.49498    0.0063744  0.19192   -0.13687   -0.32184
  0.99013    0.01165   -0.46617   -0.099912   0.31525    0.15351
 -0.66549    0.68235   -0.612      0.26018    0.31067   -0.66926
  0.075023   1.3735     0.28534    0.10482   -0.23768   -0.78758
  0.4076     0.36309   -0.52732    0.51274   -0.25849    0.51646
  0.69415   -0.3239    -0.36291    0.13039   -0.070042  -0.39486
 -0.2899     0.037649  -0.77199   -0.35683   -0.0239     0.30425
  0.44269    0.15871    0.28092    0.17373   -0.086285  -0.63471
 -0.18485   -0.18713    0.76325   -0.073067  -0.33701    0.24748
  0.14057   -0.43867    0.24582    0.89876   -0.38425   -0.32261
  0.15618   -0.0056593  0.56097    0.20116   -0.088638  -0.041835
  0.44511   -0.32371   -0.0075423 -0.35443  ]",0
952,cg,"[-0.1077     0.61882    0.26988   -0.060673  -0.70209    0.11272
  0.29451    0.44056   -0.42655   -0.081854   1.2024    -0.6023
  0.93857   -0.42203    0.34792    1.1745    -0.70313   -0.34237
  0.80396   -0.11      -0.10852   -0.279      0.080368   0.0035418
 -0.28767   -0.016212   0.73212    0.72849   -0.19037   -0.15531
 -0.3767     0.34609   -0.45874    0.74305    0.025636   0.095052
  0.038071   0.30639    0.11642   -0.11409    0.14732   -0.14732
 -0.32448   -0.22102    0.20497    0.29102   -1.0058    -0.15252
  0.25793   -0.2744    -0.29445   -0.016539  -0.43139   -0.067343
 -0.098487  -0.16451    0.077643   0.52237   -0.6957    -0.30818
 -0.94437    0.32647   -0.85135    0.36124    0.14331    0.18095
  0.11782    0.22421    0.183      0.391      0.24275   -0.32392
 -0.29023   -0.4039     0.25412   -0.016339  -0.40179    0.4472
 -0.11294    0.052008  -0.79482   -0.79366    0.88301    0.62975
 -0.37953    1.4428     0.59568    0.26287    0.80423   -0.24916
  0.15902   -0.19179   -0.086309  -0.14318    0.45289   -0.4975
  0.22015   -0.7496     0.19841   -0.58937  ]",0
953,brd,"[ 0.089285 -0.34363  -0.088705 -0.2101   -0.067088  0.080333  0.30181
 -0.16749   0.67636  -0.068676  0.18233  -0.091133  0.20677   0.67048
  0.14185  -0.10556   0.49438   0.018082  1.0701   -0.24132  -0.82378
  0.15057  -0.83094   0.44553  -0.41553   0.11174   1.0135    0.1169
 -0.30325  -0.10147  -0.37957  -0.44913   0.14346   0.32513   0.1661
 -0.81725  -0.11328   0.37131  -0.16691   0.080844  0.31129   0.049555
 -0.63607   0.24251  -0.2304    0.095793  0.4118    0.34932  -0.49179
  1.0902   -0.34555   0.25741   0.31655  -0.080867  0.010561  0.01723
  0.75368   0.02417  -0.7195   -0.26141   0.57426  -0.69261   0.14422
  0.052935  0.043274 -0.088582 -0.94616  -0.20872  -0.36356  -0.12893
  0.45162   0.55687  -0.072595  0.035251 -0.40968  -0.033975  0.32122
  0.5988    0.068552  0.053058 -0.19806  -0.13356  -0.071928 -0.26436
  0.39456  -0.51528   0.37662   0.10627   0.60035   0.78924   0.018658
  0.15934   0.54597  -0.25624   0.86761  -0.14967   0.93163   0.71898
 -0.17912  -0.23369 ]",0
954,connect,"[-0.3148    -0.0019924  0.17933    0.27324    0.80316    0.070515
 -0.53398   -0.036564   0.81808    0.053213   0.3862     0.034388
  0.082101  -0.038256   0.32592   -0.67089    0.41148    0.47886
 -0.68184    0.2747    -0.077896  -0.33396    0.30552   -0.29599
  0.037699  -0.76995    0.063771   0.028048   0.66117    0.15053
 -0.12129    1.3579     0.32655   -0.017368   0.4302     0.28439
  0.11865    0.02652    0.33826    0.4399     0.32503   -0.42784
 -0.78372   -0.63062   -0.81338    0.83574    0.5257    -0.070782
  0.46605    0.70618   -0.54294    0.68943    0.3967     0.10478
  0.21533   -1.2837     0.052659  -0.1917     1.4992    -0.20083
 -0.42688    0.68749    0.39851   -0.01983    0.036275   0.44914
  0.33143    0.28465    0.39185   -0.54495   -0.093191  -0.085331
  0.64369   -0.95975    0.50637   -0.54602    0.92537    0.23316
  0.32529   -0.26026    0.05083    0.22523   -0.72355    0.30923
 -1.4512     0.53039   -0.059545   0.52065   -0.30303    0.54428
  0.041809   0.76606   -0.26139   -0.78784   -0.19891   -0.56818
  0.064354  -0.20253    0.42481    0.090899 ]",2
955,braunschweig,"[ 0.79587  -0.94357   0.41739   0.074208 -0.18841  -0.010476  0.18903
 -0.38744  -0.084755  0.52056  -0.21986  -0.50014  -0.1025    0.62143
  0.40176   0.73246   0.39131  -0.41204   0.17521  -0.28342   0.2044
 -0.028066 -0.36649  -0.028832 -0.20154  -0.4917    1.0617    0.1041
 -0.34059   0.19877  -0.78239   0.10324  -0.58594  -0.33247  -0.23926
  0.37371   0.085045 -0.21196  -0.38785  -0.18184   0.085621 -0.20523
 -0.82564  -0.12276  -0.16896   0.11298   1.1203   -0.23078   0.98754
  0.97725  -0.51644  -0.88936  -0.25205   0.20487  -1.2807    0.13488
  0.23598  -0.51553  -0.84519   0.20672   0.019578  0.076694 -0.93746
  0.81988   0.011982  0.19241  -0.36597   0.53994  -0.28573   0.88482
 -0.233    -0.45799   0.3805    0.01426  -0.36431   0.4141    0.24056
  0.17941   0.41627  -0.02191   0.091923 -0.017955 -0.76542   0.60329
 -0.16939  -0.093207 -0.4632   -0.027645  0.041313  0.32149   0.098865
 -0.39347   0.32682   0.43349   0.23014  -0.40179   0.27012   0.39008
  0.35479  -0.54637 ]",0
956,clan,"[ 0.097415  -0.49975    0.50966   -0.62046    0.0302     0.8998
 -0.02664   -0.85344    0.12695    0.31473   -0.21607    0.24086
  1.4115    -0.083401  -0.40005   -0.49394   -0.23395   -1.0604
 -0.76095    0.0025311  0.333     -0.90644    0.91466   -0.42187
 -0.1384    -0.2238    -0.72251    0.058883  -0.0051694 -0.20233
  0.8688     0.098062   0.66742   -0.52493    0.63766   -0.16861
  0.82624    0.5609     0.49533   -0.022653  -0.72563    0.71365
  0.65469   -0.19011   -0.019705  -0.1018    -0.82675    0.3396
  0.47203   -0.1206    -0.51919   -0.51842    0.69032    0.043307
  0.48037   -0.98283   -0.61978   -0.5387    -0.3015     1.1942
  0.18954    0.45505    0.20175    0.47828    0.87588   -0.0073965
 -0.75643   -0.16766    0.4238     0.67993   -0.77821   -0.1003
 -0.1761    -0.58247   -0.62253   -1.2843    -1.4495    -0.35941
 -0.858      0.52681    0.21188    0.10763    0.30897    0.41518
 -0.1594     0.68552   -1.5791    -0.34235    0.59185    0.24009
 -0.25226   -0.052757   0.092561   0.095417  -0.1183    -1.0333
 -0.3551    -0.87876    0.46473   -0.35332  ]",1
957,copper,"[ 0.1618    1.5054   -0.20052   0.015221  0.48537  -2.1281   -1.1764
  0.4961   -0.64597  -0.099838  0.15809   0.027178  0.27799   0.46444
 -0.73859  -0.55851   0.33707  -0.61971   0.72811  -0.88893   0.70243
 -0.25083  -0.35277   1.2324    0.63732   0.071838  0.34125   0.17571
  0.16225   0.11226   0.27053   0.21543   0.22552  -0.70254   0.29977
 -0.36201   0.41411  -0.058197  0.96601  -0.71596   0.55521  -0.69126
 -0.27857  -1.0197   -0.01925   0.39171  -0.38248  -0.53841   0.034112
 -1.1045   -0.50601   0.7861    0.38332   0.29017  -0.37212  -0.63611
 -1.331    -0.4392    1.5035    0.26741  -0.57711   0.19547  -0.33229
  0.52517   0.37105  -0.81176   1.5624   -0.4474    0.83877  -0.62789
  0.002639  0.54268   0.67706   1.277     0.38535  -0.67628   0.67069
  0.31907  -0.63546   0.26505   0.42642   0.52545  -0.4194    0.20862
  0.35989  -0.31901   1.0068    0.023686  0.2656    0.063522  0.20393
 -0.38258  -0.56371   0.38522  -0.76781  -0.48981  -0.58656  -0.60248
  0.058111 -0.1377  ]",2
958,cognac,"[-0.042964 -0.18901   0.36239   0.4578    0.31254   0.63198   1.2463
  0.15009   0.81179  -0.36047  -0.7875   -0.12421  -0.34585   0.47971
 -1.0142    0.019198  0.46481  -0.46531   0.30464   0.35468   0.25879
 -0.072509  0.033748  0.038554  0.33996  -0.10394  -0.16106  -0.2885
  0.086663 -0.77424   0.31762  -0.93146  -0.31044  -0.74309   0.080801
  0.48874   0.67727   0.72794   0.31163  -0.36547   0.63602  -0.95522
 -0.060072 -0.84332  -0.091162  0.009787  0.010744 -1.0628   -0.38092
 -1.2536   -0.22097   0.39803  -0.76407  -0.091678 -0.8109   -0.12672
 -0.80417   0.48271  -0.63455  -0.58006   0.68391  -0.081844  0.10211
  0.72242  -1.0496   -0.41568   0.39101  -0.73947  -0.082645 -0.52901
  0.3552    0.16259   0.52997   0.23962   0.33108  -0.13449   0.44159
 -0.3004   -0.20975   0.13049   0.16308   0.19292   0.10909   1.296
  0.13248  -0.16065  -0.71435  -0.30818  -0.021033 -0.28091  -0.47467
 -0.013911 -0.21909  -0.62005  -0.29582  -0.11155  -0.24829  -0.1098
  0.060027  0.3138  ]",0
959,cognitive,"[ 0.054895   0.29227   -0.21151    0.77567   -0.77992   -0.1242
  0.18872   -0.33297   -0.56688    0.31518   -0.65157   -0.41105
 -0.46456   -0.54561    1.2341     0.53737   -0.61327    0.81015
 -0.055387   0.66934   -0.25157   -0.91124   -0.02671    0.092862
 -0.43381   -0.6227    -0.029611  -0.72473   -0.077955   0.3089
 -0.39061    0.57019   -1.292     -0.21621   -0.41021   -0.6544
 -0.44966    0.71569   -0.29891    0.14744   -0.16925   -0.0033527
 -0.47679    0.21911   -0.75913    0.851      0.76283   -0.036633
 -1.0059     0.34353    0.27213   -0.86566   -0.27544    0.12753
  0.99018   -0.095589   0.53803   -1.0328     0.16293    0.39887
  0.56374    0.66382    0.080428  -0.96008    0.55461    0.69593
 -0.15813   -0.86686    0.77906    0.6889     0.055033   0.8513
  0.66201   -0.72386   -0.26872   -0.066334   0.11414    0.27788
  0.088991  -0.26533   -0.17193    0.059923  -0.81304    0.28926
 -2.0765     0.7137     0.29542   -0.096981  -0.64301   -0.74733
 -0.26307   -0.17193    0.050813   0.58705    1.1293     0.25543
  0.60946   -2.0946     1.2811     0.17732  ]",2
960,alexander,"[-0.34695    0.03288    0.29449   -0.35046    0.45766   -0.34014
  0.47325   -0.7689    -0.5746    -0.40851   -0.34409    0.6397
 -0.50041    0.066895  -0.3383    -0.56632    0.14324   -0.1461
 -1.4813    -0.13833   -0.86719   -0.051225   1.0846     0.59499
 -0.20066    0.036512  -0.43304    0.33936    0.65781    0.59512
 -0.2449     0.36995    0.090275  -0.604      0.37147    0.41597
  0.079778   0.34368   -0.25153    0.5092     0.20934   -0.3456
  0.18473    0.31822   -0.097864  -0.67738   -0.50554   -0.87732
  0.42       0.45163    1.0676    -0.053044  -0.15639    0.27015
 -0.0076865 -2.2285    -0.45357    0.28426   -0.060589   0.18328
  0.46242   -0.077346  -0.28178    0.98332    0.61272   -0.1916
  0.53665    0.66817   -0.64924    0.67332   -0.26366   -0.37978
 -0.18123   -0.30251   -0.0036119 -0.4276     0.41229    0.64559
 -0.92672   -0.044514   0.72591    0.3897     0.19601   -0.39684
 -0.58342    0.090356  -0.55128   -0.4333     0.29018   -0.5963
  0.7779    -0.70851    0.5592     0.48546   -0.75213   -0.055058
 -0.72658   -0.37357   -1.0704    -0.5964   ]",1
961,colonia,"[ 1.4029   -1.0009   -0.063705  0.76604  -0.40234   1.0745    0.21864
  0.44832   0.65859  -0.17365  -0.16095  -0.17925  -0.23606  -0.49642
  0.050583  0.017981  1.0752   -0.49879  -0.039088  0.45961   0.61968
  0.54511  -0.90172   1.1672   -0.15958  -0.66505   0.75422  -0.9446
 -0.58031   0.21597   0.29637   0.15825   0.62276   0.54903   0.20873
  0.3586    0.60287  -0.39667   0.10593  -0.38895   0.82762  -0.12766
 -0.45732  -0.18026   0.089919  0.12367   0.015664  1.0133    0.41858
  1.2147   -0.43482   0.32075  -0.83872  -0.18978  -1.0534   -0.15187
  0.13026  -0.44942  -0.6092    0.49674  -0.65625  -0.1224   -0.27584
 -0.62529   0.29064   0.47677   0.12959  -0.3925    0.60281  -0.066671
  0.20872  -0.3938   -0.5037   -0.44352   0.64515  -0.28414   0.20937
  0.17666   0.06173  -0.43524  -0.46619   0.08965  -0.86188   0.72065
  0.18918   0.4173   -0.012182 -0.040144  0.30136  -0.36131   0.30323
 -1.2283   -0.16606   0.48732   0.10291  -0.39903  -0.39444  -0.1488
 -0.45061   0.26412 ]",0
962,colonial,"[ 0.051474  0.15868   0.46306   0.73122  -0.47001   0.77387  -0.44689
  0.065341 -0.76671   0.28163  -0.27768  -0.11417   0.006558  0.58602
 -0.1388    0.21546   0.32971  -0.88151  -0.4952   -0.60424   0.82663
  0.44568   0.35095  -0.33746   0.11281  -1.0314   -0.18522  -1.2417
  0.20573  -0.88058   0.06927   0.21851  -0.28208  -0.58612  -0.027845
 -0.29466  -0.56281  -0.51781  -0.11954  -0.66619  -0.51164  -0.88403
  0.36735   0.21396   0.65949   0.16579   0.85512   0.2058    0.044391
 -0.37532  -0.63169  -0.086602  0.28458   0.1425    0.6412   -1.1272
 -0.56798  -0.4643    1.2452    0.20718  -0.33053   0.27846   0.15596
 -0.11725   0.78122  -0.70698  -0.40802  -0.11912   0.21005  -0.21479
  0.080884  0.6519   -0.39172  -0.60072  -0.22042  -0.63553  -0.13396
  0.76755  -1.2296    0.48949   0.14774  -0.45823   1.0144    1.0715
  0.1835    0.77021  -0.81266  -0.64043   0.27705  -0.77723  -0.14581
 -0.89047   0.34461   0.21617  -0.78721  -0.49481  -0.64924  -0.69279
 -0.18902   0.22661 ]",3
963,consult,"[-0.73143   -0.51968    0.56116    0.86093   -0.34515    0.57917
 -0.17691    0.11943    0.23347   -0.56353    0.04975   -0.67596
  0.68505   -0.22929   -0.9209    -0.19752    0.2172    -0.32658
 -0.71321   -0.39513   -0.91336   -0.36399   -0.2996    -0.3487
 -0.74428   -0.16006    0.10324   -0.43007    0.3816     0.31407
 -0.29452    0.45022    0.0042782 -0.10884   -0.21102    1.2561
 -0.054432  -0.43729    0.021647  -0.089065  -0.70371    0.57329
 -0.048166  -0.75802   -0.83808   -0.15594   -0.35502   -0.20302
 -0.11842   -0.55916    0.38409    0.27531    0.030267   0.21716
 -0.33805   -0.13081    0.15688   -0.18294    0.75735    0.11299
 -0.040254   0.46294    0.42588   -0.29824    0.38694    0.50674
 -0.51648    1.2232     0.31351   -0.091235  -0.40922   -0.15892
 -0.088258  -1.127      0.094952  -0.25388   -0.52979   -0.10076
 -0.024418  -0.50544    0.55699   -0.054523   0.0042436  0.012216
 -0.85156    0.11728    0.39555    0.76129   -0.52254   -0.16991
 -0.068263  -0.08518    0.050287  -0.8783    -0.30014    0.27128
  0.38394   -0.23727    0.14681    0.40815  ]",3
964,andernach,"[-0.21432   -0.43474   -0.0063569  0.69306   -0.1091    -0.40855
 -0.092856  -0.45732   -0.070766  -0.1722    -0.0098075  0.0063444
 -0.032078   0.004692   0.44106    0.20838   -0.05388   -0.22156
  0.18995   -0.64392   -0.2081     0.18966    0.3815    -0.058263
 -0.3955    -0.18865   -0.01734    0.35216    0.34571    0.3968
  0.12057   -0.27197    0.43143   -0.37193    0.18425   -0.14657
  0.012022  -0.4807     0.024174  -0.19064    0.17019    0.065761
 -0.63045    0.020115  -0.53543   -0.27453    0.31919   -0.24373
 -0.0076691  0.85017   -0.005904  -0.35891   -0.082448  -0.23832
 -0.18109    0.1956     0.37347    0.046742  -0.9812    -0.010898
  0.067601  -0.10868   -0.52325    0.13814   -0.46367    0.14627
 -0.55333   -0.5597     0.0077184 -0.29142   -0.3255    -0.50063
  0.30307    0.69925   -0.39635    0.37703    0.84319    0.28408
  0.13524    0.2533    -0.4339     0.0071284  0.13167    0.41012
  0.25401    0.18272   -0.036758   0.25592    0.0012053  0.22339
 -0.097302   0.29975    0.24804    0.51771    0.46754    0.0019122
  0.1839     0.10627   -0.34351    0.066345 ]",0
965,crumble,"[-0.068021   0.22744   -0.37055    0.13303   -0.57785    0.5009
  0.066456  -0.54674    0.8038    -0.33188    0.401      0.2293
  0.37898    0.47729   -0.50265   -0.18686    0.015959   0.5125
 -0.025037  -0.020557  -0.45437    0.15904    0.46777    0.01615
  0.33146    0.3879    -0.1302    -0.055627   0.22296   -0.49874
  0.28757   -0.044733  -0.12109   -0.79129   -0.51025    0.30449
  0.080786  -0.69878   -0.3894    -0.554     -0.074217  -0.24383
 -0.82772   -0.25111    0.080925  -0.17041    0.82095    0.31849
  0.19852   -0.83145   -0.26177   -0.20138   -0.12166    1.0945
  0.13395   -0.25316   -0.039217   0.096352  -0.13586    0.24393
 -0.22741    0.78084   -0.098539   0.19393    0.20622    0.39755
  0.36747    0.022977  -0.046966  -0.9704     0.55987   -0.1742
 -0.12572   -0.52137   -0.22937   -0.48806   -0.86428    0.38384
  0.81702    0.3174     0.14861   -0.4593    -0.22194    0.60874
  0.7338    -0.64208    0.32821    0.14349   -0.020975   0.17872
  0.4994     0.16766   -0.81718    0.17195   -0.30547   -0.61354
  1.016     -0.29787   -0.0099872  0.37921  ]",0
966,aida,"[ 0.53384   -0.16125    0.15744    0.17632   -0.73285   -0.40485
  0.23048    0.61633   -0.24598   -0.15624   -0.29747   -0.090151
 -0.32627    0.29853    0.079451   0.29503    0.27428    0.21795
 -0.45244    0.74477    0.2739    -0.1694     0.13215    0.98757
  0.32278    0.25537   -0.63226   -0.98485   -0.062867   0.79993
 -0.13351   -1.3434     0.50402    0.56532   -0.0056086  0.48485
  1.4807     0.75748   -0.15004   -0.96521    0.06323    0.43444
  0.027679   1.0383     0.66941   -0.51891   -1.1027    -0.081632
 -0.018872   0.075519  -0.81637    0.32907    0.86761   -0.14137
 -0.17443    0.20053   -0.74348    0.5391    -0.70122    0.23345
 -0.45631    0.15565   -0.20638    0.09533    0.019703  -0.2989
  0.65825   -0.2667    -0.16929    0.4343    -0.11829   -0.47443
 -0.34456   -0.37428    0.35888   -0.47067   -0.46836   -0.11206
 -0.20503   -0.50826    0.18217   -0.32189   -0.46345    0.69266
 -0.31173    0.54008   -0.1486    -0.40199   -0.16078   -0.26811
  0.69872    0.020514   0.56401   -0.020233   0.8022     0.21195
  0.52462    0.1166     0.42395    1.3464   ]",0
967,kanada,"[ 0.069882  -0.19168   -0.44827   -0.15018    0.02788    0.43922
  0.063778  -0.13826   -0.37886   -0.14102    0.17004   -0.048476
  0.40714   -0.12479   -0.22764    0.0034121 -0.82534    0.15715
  0.22413   -0.19339    0.065636  -0.012331  -0.091268   0.42587
 -0.59077    0.26171    0.095366   0.43683   -0.3047    -0.23595
 -0.20793    0.66472   -0.067578  -0.13467    0.002817  -0.44746
 -0.0289     0.10216    0.24078   -0.20623   -0.035254   0.61207
 -0.17095    0.27618   -0.35657    0.46416   -0.25705   -0.23002
 -0.14555    0.49679   -0.23555   -0.069082  -0.10846   -0.54087
 -0.17271    0.53915    0.067804  -0.20264   -0.84468   -0.34979
  0.44273   -0.36677    0.079887  -0.34491   -0.26218    0.10401
  0.13721   -0.32388    0.16878   -0.38835   -0.44777    0.24252
 -0.22451    0.37604   -0.21402    0.52117    0.12723    0.23631
  1.1587    -0.010205  -0.89409   -0.32262    0.26652   -0.30284
  0.37485   -0.047853   0.17249    0.53928    0.4338     0.29631
 -0.023743  -0.16978   -0.11374   -0.10959    0.2677     0.54789
 -0.21207   -0.15469   -0.13776   -0.015217 ]",0
