,title,vector,cluster
333,cousine,"[ 0.24706  -0.43801   0.20786   0.52557  -0.12496  -0.22853   0.14687
 -0.16197   0.35214   0.041965 -0.30726   0.24272   0.14806   0.32194
  0.45948  -0.45882  -0.158    -0.14268   0.18358   0.91494   0.38922
  0.15029  -0.37074  -0.086666 -0.12647   0.78676  -0.23397  -0.062616
  0.0213    0.62418   0.24764  -0.047192  1.3869    0.49885   0.18359
 -0.10046   0.83559  -0.14021   0.474    -0.54543   0.87922   0.49024
  0.15025  -0.046531  0.22516  -0.054823 -0.40465   0.046864  0.15964
  0.24591  -0.27587   0.64756  -0.022214 -0.15495   0.73023   0.69768
  0.23957   0.26864  -1.4876    0.19464  -0.57974   0.060226 -0.11771
 -0.19751  -0.072779  0.059777 -0.093758  0.15034  -0.072832  0.4454
  0.028988  0.045452  0.28955   0.51413   0.21551  -0.21323  -0.16553
  0.56891   0.49899  -0.17728   0.059834 -0.53308   0.66141  -0.015129
  0.40509   0.14842   0.13676  -0.246     0.4962   -0.81875  -0.2159
  0.35181   0.356     0.1848    0.095498  0.182     0.044158  0.30033
 -0.032947 -0.73603 ]",0
334,canada,"[ 0.099616 -0.28129   0.95298   0.18283   0.89592  -1.0048   -0.3454
  0.70006  -0.7676   -0.89849  -0.44624  -0.26847  -0.25124   0.59751
 -0.23666  -0.20144   0.12586   0.057094 -0.81942   0.017919  0.42733
  0.91917   1.1675    0.40396   0.32427  -0.13259   0.63644  -0.45703
  0.65802   0.1798   -0.33615   1.2086   -0.33041   0.12208   0.57628
 -0.1456   -0.046308  0.20315  -0.66543  -0.82804  -0.33693  -0.28441
 -0.43346  -0.36853   0.18968   0.32345   0.40647  -0.51807   0.25664
 -0.4992    0.26167   0.73059  -0.3528    0.29724  -0.82812  -2.1109
  0.19682  -0.49824   1.5197    0.54842   0.20633  -0.28594   0.33531
  0.040387  0.80913   0.19542  -0.81415   0.65657   0.86507   0.22457
 -0.046679 -0.26508  -0.71459   0.33638   0.47793   0.071327  0.44698
 -0.25882  -0.99346   0.094345 -0.1735    0.25907   0.4219    0.071256
 -0.26078  -0.59713  -0.031257  0.30934  -0.031932  0.20507   0.051914
 -0.62774  -0.02566  -0.091688 -0.9701    0.33042  -0.91463   0.1456
  0.34085  -0.48165 ]",4
335,abc,"[ 9.9226e-03 -1.0134e+00  3.1173e-01 -7.1211e-01 -2.4654e-01 -3.3250e-01
  2.9140e-01  6.0832e-01 -4.0216e-01 -1.7031e-01  5.9012e-01 -8.4222e-02
  3.6913e-02 -2.5885e-02  3.3203e-01 -5.7697e-01  3.7358e-01 -1.1802e-01
  2.4078e-01  5.7468e-01 -2.9130e-01  1.8863e-01 -3.7815e-01 -2.0257e-01
  9.5357e-01 -2.8684e-01  1.3288e+00  7.2118e-01 -5.4805e-01  4.4753e-01
  7.2533e-01  1.2953e+00  1.5185e-01  4.1036e-03 -5.2118e-02  9.7410e-01
  7.1223e-02 -1.3503e-01 -2.3381e-01  3.0752e-01 -2.6629e-01  7.6987e-01
 -1.1410e+00  9.4067e-01 -5.4433e-01 -6.5498e-04 -5.0758e-01 -4.5409e-01
  9.7163e-03 -1.1658e+00 -7.9879e-01 -5.2930e-02  6.5103e-01  4.1391e-01
  4.5118e-01 -2.1503e+00 -1.2290e-01  1.4765e-01  4.9939e-01  6.7970e-01
 -3.1103e-01  6.0139e-01 -7.3941e-02 -1.1296e+00  8.7750e-01 -3.8148e-01
  3.1296e-02  5.4880e-01 -1.4855e-01  1.2703e+00 -3.5958e-01 -8.4752e-02
 -3.4657e-01  4.5506e-01  3.2581e-02  1.8854e-01  1.4270e-01  4.2748e-01
 -8.1898e-01 -5.6366e-02 -6.5624e-01 -2.7171e-01  2.0278e-01  2.4662e-01
 -6.9416e-01 -8.7357e-01 -2.2276e-01  9.0653e-01 -5.8109e-03 -6.3145e-02
  7.3932e-01 -1.6139e-01  3.0160e-01  1.6264e-01 -8.4412e-01 -3.4992e-01
  2.4997e-01  4.7227e-02  5.7251e-01  7.4445e-01]",2
336,airbus,"[ 0.30063    0.28343    0.67436    0.20152   -0.44017   -1.4068
  0.49047   -0.52552   -0.4295     0.4962     0.9011    -0.0058227
  0.77058    0.46568   -0.46936   -1.1699    -0.46917    0.73975
  0.78965    0.90427   -0.090308   0.23002    0.43204    0.11552
  0.85166   -0.97022   -0.74858    1.2528    -0.56195    0.29967
 -0.61892    0.32135   -0.36534   -1.0944    -0.21562    1.3607
  0.97359    0.27196   -0.24307    0.4005    -0.39767   -0.14495
  0.23039   -0.16263   -0.11732    0.90452    0.049005  -0.62525
  0.08096    0.48885   -0.043835   0.43972   -0.61139    0.90031
 -0.39458   -0.64715   -0.44736    0.80464    1.2924    -0.34295
  0.51886   -0.49708    0.39527    0.34153   -0.65736   -0.37108
 -1.5104     0.91439   -1.0845     0.078214   0.44106   -0.42621
 -0.52686   -0.86139    0.60261   -0.30723    0.082489  -0.15032
 -1.3045     0.80374    0.39333   -0.74066    0.19163    0.29116
 -0.82599   -1.7245     0.34895   -0.15822   -0.50095    0.15723
  0.55663    0.45321    0.28818   -1.1548     0.37496    0.9519
 -0.50975    0.01717    1.0238    -0.45238  ]",1
337,com,"[-9.4352e-01  1.8712e-01  3.6660e-01 -3.0696e-01 -7.0380e-01 -3.1019e-01
 -6.8675e-01 -3.3835e-01  1.3379e+00 -2.9494e-01  9.8080e-01 -9.5814e-01
  3.7765e-02 -6.0207e-02  1.5266e-01  1.3048e-01  5.9251e-01 -1.4918e-01
  1.7365e-01  4.1654e-01 -5.7910e-01  6.1536e-01 -8.6789e-01  9.1853e-01
  7.6837e-01 -1.3619e-01  3.6583e-01  6.2620e-01  1.9258e-01 -7.9933e-01
  5.1373e-01  8.7698e-01  4.6381e-01  6.0286e-02  4.4940e-01  3.3362e-01
 -2.5410e-01 -8.8497e-02  6.0459e-02 -1.7051e-01  3.7046e-01 -2.1027e-01
 -1.1557e+00 -3.2650e-01  2.5119e-01  5.9815e-01 -2.6042e-01  2.0803e-01
  8.9145e-01  1.5262e-03 -5.9065e-03 -1.6968e-02 -1.8868e-02 -5.5664e-01
 -5.6192e-01 -7.4189e-01 -2.0892e-01  7.0501e-01  1.2733e+00  7.0192e-01
 -6.2994e-01  2.2061e-01 -8.0621e-02 -4.6840e-01  2.5762e-01  2.0480e-01
  8.1990e-01 -3.7917e-01  6.1030e-01  2.2041e-01  1.3329e-01  8.5410e-01
 -7.8845e-01 -9.7250e-01 -6.5117e-01 -4.7379e-01  2.5517e-01  2.1897e-01
 -1.0569e+00 -2.3607e-01  3.1843e-01 -7.5093e-01  3.1267e-01 -6.6301e-02
 -2.2274e-01 -3.3575e-01  5.0273e-02 -1.2908e+00 -2.2531e-01 -6.8587e-01
 -1.1268e-01  1.9155e+00  2.3127e-01  1.7696e-02  4.9981e-01 -3.4372e-01
  2.4637e-02 -1.1644e-01 -4.7114e-01 -4.0741e-01]",2
338,corta,"[-0.21979   -0.53631   -0.085508   0.65328   -0.013083  -0.21573
  0.40135   -0.17858    0.40752   -0.069279  -0.28194    0.58942
 -0.14934   -0.28127    0.014136  -0.18631   -0.36645    0.16936
  0.48767    0.266     -0.22295    0.61545   -0.92783   -0.12798
 -0.18879    0.4802    -0.13868    0.37998    0.25332   -0.27249
  0.012     -0.45264    0.066545  -0.33572    0.6079     0.075263
 -0.11243   -0.29176    0.17247    0.12124    0.63037    0.081934
 -0.47742   -0.19416    0.093697  -0.30742    0.17894    0.43672
 -0.57394    0.36006    0.021296  -0.007773  -0.3172    -0.35502
 -0.023125   0.24225    0.1213    -0.026055  -0.63177   -0.04627
 -0.48134   -0.80637   -0.14481   -0.66992   -0.20734    0.057033
 -0.63289   -0.23666   -0.45812    0.289      0.54981    0.68546
  0.022249   0.36469    0.79475    0.41313    0.094382  -0.2107
  0.27159    0.35529   -0.35307   -0.6265     0.28936   -0.48103
  0.36951    0.0040067 -0.25504   -0.023786  -0.017732  -0.12734
  0.50232    0.14431    0.16249   -0.26853    0.26284    0.16336
 -0.3893     0.3764    -0.26861   -0.24752  ]",0
339,chirurgie,"[ 0.27802   -0.51109   -0.65728    0.77177   -0.13652   -0.41492
  0.4382    -0.051898   0.14472    0.18497    0.13814    0.53103
  0.14115    0.26358   -0.17368    0.32072    0.048371   0.33695
  0.79185   -0.25595    0.21324   -0.09558   -0.9684    -0.10819
 -0.32802    0.54801    0.13833    0.099595   0.1534     0.43103
 -0.2611    -0.61621   -0.096337  -0.21422    0.42402   -0.22561
 -0.10098   -0.47576   -0.3255    -0.038097   0.40024    0.011356
 -0.25689    0.067438  -0.3876     0.10939   -0.34712    0.72578
 -0.20043    0.51999   -0.23805    0.36979   -0.36029   -0.60518
 -0.4809     0.52626    0.12128    0.26213   -0.29872    0.28344
  0.40472    0.041313  -0.80392   -0.5939    -0.49864    0.39539
 -0.24048   -0.45781    0.20879   -0.22478    0.40572    0.53136
 -0.15697    0.53715   -0.026209  -0.14831   -0.015988  -0.13853
  0.0044913 -0.19638   -0.62876   -0.3047     0.10818   -0.32306
  0.17974   -0.076082  -0.35309    0.05504   -0.27853    0.090886
 -0.12153   -0.19021    0.46367    0.49952    0.40122    0.38263
  0.51491   -0.090653  -0.58022   -0.34797  ]",0
340,chanel,"[ 0.40726   0.15717  -0.3551    0.22992   0.70069   0.097292  1.3991
  0.38606  -0.1805    0.49858   0.2414   -0.22675  -0.08949   0.13285
  0.38794   0.17962   0.57326   0.35317  -0.12682   0.058166 -0.66496
 -0.059767  0.3655   -0.18044   0.19581   0.61083   0.15681  -1.225
 -0.13899  -0.95793   0.30108  -0.80356  -0.15916  -0.043842 -0.54961
  1.1084    0.72782  -0.2482    0.32825  -0.23137   0.58626   0.064953
  0.15192   0.36314  -1.2027   -0.51732   0.13336   0.52587   0.67176
  0.49206   0.26519   0.76888  -0.16428  -0.30013  -1.0008   -0.90088
 -0.45625   1.1521   -0.40276  -0.45398  -0.016279  0.058862 -0.5037
  0.93871   0.041467 -0.54535   0.041033 -0.14837  -0.11783   0.28674
  0.11137  -0.468    -0.82032   0.075492  0.050312 -0.39118   0.17623
 -0.38308   0.030659  0.29033   0.24408  -0.72641   0.35257   0.56666
 -0.53294  -1.1841   -0.19529   0.034623 -0.35075  -0.27929   0.36482
  0.23202   1.2263   -0.51768  -0.22874  -0.43754  -0.85553   0.12654
  0.32588   0.5625  ]",1
341,armee,"[-1.0110e-01 -2.5143e-01 -5.0394e-01  7.8761e-02 -6.5474e-01  2.6097e-01
  1.4524e-01 -2.3634e-01  8.1059e-01 -3.7411e-01  1.2681e+00  6.3173e-01
 -1.8131e+00 -1.3923e+00 -3.6403e-01  4.7219e-01  7.7708e-01 -5.8846e-02
 -5.6166e-01  2.5546e-01 -4.9133e-01 -4.0384e-01 -1.1657e-02 -2.4701e-01
 -2.2263e-01  7.6051e-02  4.8305e-01  4.2138e-01  6.7873e-01  3.3057e-01
  1.6213e-01 -5.9545e-01  3.7820e-01  6.2192e-02  5.0698e-01  5.8489e-01
  1.9474e-01 -7.2750e-01  1.7413e-01  1.2927e-02  3.8085e-01 -1.5394e-01
 -1.7647e-01  4.2016e-01  1.0632e-02 -4.2915e-01 -1.5656e-01  2.5508e-01
  3.5300e-01  4.1150e-01 -8.1552e-01  2.7887e-01  5.1149e-02  1.1941e-01
 -7.2122e-01  3.3342e-02  8.3107e-01 -3.8326e-01  2.9757e-01 -1.7774e-03
  3.0104e-01 -3.6617e-01 -9.8492e-01  1.1269e-01 -2.0364e-01  9.2841e-01
 -1.1465e+00 -5.5200e-01  8.5921e-02  7.9565e-01  1.2476e+00 -2.0876e-02
  8.9724e-02 -3.5560e-01  1.8892e-01  2.5659e-01 -5.5362e-01  4.7726e-01
  6.4518e-01 -5.6525e-01 -3.9449e-01 -7.2384e-01 -8.2248e-01  9.6652e-01
  7.6059e-01 -3.5973e-01  3.0573e-01 -1.7493e-01 -3.2157e-01 -2.5070e-01
 -2.8428e-01 -6.4588e-01  5.5099e-01  1.0835e+00  3.5453e-01 -7.6953e-01
  8.4440e-02 -7.9623e-01 -4.1718e-02 -5.4849e-01]",0
342,adoption,"[ 0.88715    0.074521  -0.020574   0.18418    0.060439   0.26279
 -0.40664    0.12151    0.32795   -0.25834   -0.37248   -0.036847
 -0.13725   -0.18985    0.47845   -0.011912   0.40999    0.23816
 -0.1099    -0.12235   -0.89591   -0.27909    0.70758    0.66091
  0.01271    0.23201    0.068402  -0.56197   -0.64132    0.54689
 -0.029354   0.30172    0.5127     0.16312    0.5213    -0.079637
  0.31843   -0.25003   -0.26017   -0.23821   -0.56874    0.17467
  0.076467  -0.15325   -0.60556   -1.0256    -0.17769    0.24015
 -0.16246   -0.57736    0.34098    0.22359   -0.54915    0.36201
 -0.2798    -0.95987    0.0643    -0.49003    1.3976    -0.087111
 -0.13396   -0.3883     0.41307   -0.16323    0.68665    0.075544
 -1.1854     0.03459    0.23013   -0.78557   -0.054307   0.0079873
 -0.20716   -0.332      0.25447    0.22251   -0.66555   -0.37211
 -0.90884   -1.0794     0.21351    0.10946    1.1841     0.37617
 -1.3602     0.12416    0.82496   -0.56559   -0.42822   -0.78033
  0.4392     0.02176   -0.35043    0.28961   -0.056512  -0.347
 -0.25515    0.35063    0.39071   -0.3728   ]",3
343,conflict,"[-3.5520e-01  5.8402e-01  8.2324e-02  7.7260e-01 -5.4395e-02  1.7116e-01
  1.0144e-01 -7.0684e-01  7.8770e-01  1.5368e-01 -6.7517e-01  1.0599e-01
  1.0145e+00  2.1562e-01  4.7500e-05 -1.9864e-01 -6.8795e-01 -7.5692e-01
 -8.2687e-01 -4.1393e-01  2.1248e-01 -4.8383e-01  1.0127e+00  1.0895e-01
  4.3473e-01 -1.4789e-01 -3.1605e-01 -9.5578e-02  8.5594e-02 -3.3661e-01
 -3.6072e-02 -4.2508e-01 -1.6892e-01 -3.1399e-01 -7.0117e-02 -6.8721e-01
  6.3160e-01  1.8587e-01  4.0951e-02  3.5262e-02 -8.7989e-01  5.0719e-01
  1.4819e-01 -7.6333e-01  7.8737e-02 -2.8245e-01  4.0764e-01 -1.1759e-01
 -6.9745e-01 -4.7690e-01  4.2859e-01 -5.0709e-02 -3.2911e-01  1.5154e+00
  7.6695e-01 -2.0086e+00  2.6952e-01 -9.2714e-01  1.1834e+00  5.2828e-01
  1.2568e-01  4.3893e-01 -1.0772e-01 -1.2363e+00  1.3411e+00  1.6368e-01
  1.1846e-01 -1.2251e-01 -8.3354e-02  1.1699e-01  6.8552e-01 -3.2737e-01
 -4.4752e-01 -1.7307e-02  1.4206e-01 -3.3604e-01 -2.6546e-01  6.3155e-01
 -1.7204e+00  3.5091e-01  5.1886e-01  2.7308e-01  1.8119e-01  2.9605e-01
 -7.2669e-01  7.4889e-01 -7.0018e-01 -5.2697e-02 -7.4503e-02 -8.9488e-01
 -4.6963e-01  2.7069e-01 -9.7474e-01  1.4043e-01 -1.8922e-01  2.5934e-01
 -4.6065e-02  6.3474e-01  3.6012e-02  3.5158e-01]",3
344,conflit,"[-0.12171    0.096038  -0.75749    0.048076  -0.24903   -0.28323
  0.32797   -0.11037    0.17397    0.058152  -0.68295    0.25296
  0.35874   -0.15484    0.024686   0.19434   -0.24688   -0.32203
 -0.13727   -0.43067    0.21064    0.076772  -0.3993    -0.58899
  0.097086  -0.26742   -0.15136    0.22649   -0.22932   -0.35118
  0.013306  -0.57724    0.053498  -0.51111    0.29376   -0.29114
  0.066321  -0.69852    0.19841    0.22624    0.21393    0.21718
 -0.47188   -0.21961    0.0026121 -0.10134   -0.21135    0.19588
  0.09184    0.27867    0.11164   -0.0054462 -0.21951   -0.51607
  0.39644    0.23886    0.25737    0.11394   -0.06844   -0.39954
 -0.2799    -0.44165    0.018591  -0.45978   -0.13946    0.17638
 -0.42066   -0.37437   -0.027989  -0.11552    0.59552    0.25673
  0.14661    0.30557   -0.06361   -0.017403   0.38963   -0.20804
  0.3544     0.15591   -0.11804    0.041456   0.47823   -0.047356
  0.050417   0.23371   -0.47568    0.019866   0.083149   0.36747
 -0.41825    0.2123     0.15202    0.065014   0.78369    0.047611
  0.33671    0.0071782 -0.40636   -0.44746  ]",0
345,beige,"[-0.67049    0.26066    0.1065    -0.8347    -0.35968    0.36924
  0.025172   0.35393   -0.54755    0.40279   -0.064126  -0.040145
  0.088577   0.44206    0.48212    1.1815     0.33176   -0.58555
  1.3215    -1.2977    -0.19434    0.034807  -0.093827  -0.094252
 -0.12413    0.027207   0.18877   -0.73808   -1.4437    -0.10279
  0.76955   -0.89791   -0.46787   -0.28813    0.12637    1.5272
 -0.047146   0.11634    1.2246    -0.0021517  0.2332    -0.83677
 -0.39111    0.53398   -0.86513    0.077046   0.10954    0.44734
  0.28924   -0.89125    0.20786    0.0085054  0.13613    0.53174
 -0.81063   -1.0803     0.448      0.5478     0.41921   -0.048274
 -0.66807   -0.046744  -0.32187   -0.11722    0.51774   -0.33701
 -0.15656   -0.51247   -0.086642  -0.01359    0.90932    0.59125
 -0.035226  -0.43165   -0.010013   0.84562    0.2032     0.75063
  0.22663   -0.45432    0.069757   0.1184    -0.23402    0.24759
  0.21214   -0.70223    0.37399   -0.40707    0.37027    0.2404
  0.94909   -0.48376   -0.064289  -0.55389    0.14575   -0.31636
 -0.73017   -0.33835   -0.43663   -0.13896  ]",2
346,c&a,"[ 0.92031   -0.52937   -0.57804   -0.26615    0.34402   -0.54537
  0.085437   0.36206    0.45523   -0.19929    0.22713   -0.37283
  0.34157    0.21839    0.13569    0.91984    0.75142   -0.48931
  0.22445   -0.52411   -0.22654   -0.13418   -0.006592  -0.14685
 -0.66304   -0.0098881  0.25689   -0.22222   -0.3971     0.11354
  0.27912    0.21707   -0.112     -0.32798   -0.37141   -0.096008
  0.021031  -0.68942    0.50026   -0.3616     0.35238   -0.043784
 -0.21609    0.031065  -0.30258    0.28909    0.081041   0.12431
  0.42759    0.58162    0.49338    0.40385   -0.30819   -0.47604
  0.095086   0.68613   -0.13683    0.16223   -0.22052   -0.13085
  0.035252  -0.35478    0.010705   0.42517   -0.10121   -0.35046
  0.10687   -0.38523    0.4043     0.020716  -0.13348    0.13629
 -0.2508     0.28862    0.57366   -0.035309  -0.029979   0.126
  0.4109    -0.078882  -0.37039   -0.19718    0.025226   0.74323
  0.18647   -0.089334   0.064858  -0.034627  -0.10102    0.27851
  0.14916    0.3493     0.058975  -0.096083  -0.040879  -0.73721
  0.25292    0.20125    0.066411  -0.089179 ]",0
347,camo,"[-0.73305   -0.25542   -0.27617   -0.1863    -0.047806   0.05593
  0.38819    0.33158   -0.20126    0.3153     0.3854    -0.15103
 -0.15439   -0.39586   -0.22736    0.61354    0.33426   -0.12029
  0.47766   -0.618     -0.50258   -0.1311     0.29618   -0.23387
 -0.39014    0.99556    0.17871   -0.28574   -0.10648   -0.26857
  0.046311  -0.45028   -0.39823   -0.1581     0.13228    0.27696
 -0.68184   -0.082058   0.47193   -0.058825   0.63678    0.14217
 -0.028546  -0.032464  -0.5332    -0.28094    0.262      0.29695
 -0.15931   -0.29212   -0.71858    0.18219   -0.49643    0.38102
 -0.034038   0.85929    0.36887    0.40005   -0.48597   -0.23343
  0.42578    0.074267  -0.32823   -0.57417   -0.1762     1.095
  0.46466   -0.82749   -0.66883    0.29104    0.10569    0.22957
 -0.25887   -0.20312    0.38294    0.38662    0.080864  -0.1629
  0.21101   -0.096313  -0.12219   -0.24255    0.55076    0.17164
  0.13254    0.43447    0.17059   -0.24995   -0.016069   0.93165
 -0.085148  -0.35194    0.42721   -0.20963    0.32618    0.046566
 -0.15655   -0.0035564 -0.095045   0.063292 ]",0
348,craft,"[-2.2825e-01  1.1908e-01 -6.1551e-01 -3.0014e-04 -1.2805e-01 -6.1826e-01
  6.0319e-01 -2.1851e-01 -4.0299e-02  3.3394e-01 -9.8164e-02 -4.5586e-01
  1.5742e-01 -6.6093e-02 -7.9948e-01 -6.4400e-01  7.9221e-01  4.0818e-01
 -2.3299e-01  3.0868e-01  6.9298e-01 -1.8547e-01  4.5557e-01 -1.2983e+00
  6.4099e-01  2.8254e-01 -8.4807e-01  2.5865e-01 -4.3155e-01 -1.2269e-01
 -1.1067e+00  3.5920e-01 -2.3157e-01 -2.4626e-01  5.0714e-01 -5.3066e-02
  1.1239e-01 -1.3434e-01  3.6959e-01 -2.5231e-01 -8.9093e-01 -6.4679e-01
 -2.6831e-01  4.5598e-01  4.4761e-02 -6.8555e-02 -8.3351e-01 -4.5541e-02
  4.7946e-01  2.8519e-01  1.5154e-01  6.0501e-01 -1.8654e-01  8.3300e-01
  5.6334e-01 -1.2067e+00  3.8418e-01  1.6101e-02  1.4336e+00  5.4047e-01
  1.9404e-01  1.0562e+00  2.2523e-01  1.0062e+00 -6.0859e-01  2.6560e-01
 -2.0543e-01 -1.3504e-01 -1.6170e-01 -5.6925e-01  2.4247e-03 -4.7519e-01
  3.1956e-01  7.4853e-03 -2.8678e-02  9.3986e-02 -2.6803e-01 -1.2113e-01
 -8.9710e-01 -9.7431e-02 -7.2284e-01  2.1606e-01  9.1305e-02  2.2160e-01
 -5.0105e-01 -2.6803e-01  9.4378e-01 -3.8950e-01 -1.9356e-01 -4.1717e-01
  3.1457e-01  6.6314e-02  3.6282e-01 -1.2180e-01 -2.0783e-01  1.0418e-01
 -7.3946e-01 -2.8724e-01  9.0017e-01  7.1325e-02]",2
349,charge,"[-2.4721e-01 -2.7690e-01 -1.0375e-01 -1.3303e-01  6.0187e-01  4.4537e-01
 -9.3017e-02  2.3689e-01 -2.4786e-01  8.5850e-01  2.6734e-01  3.8254e-01
 -4.8156e-01  5.2321e-01  1.8246e-01 -4.6518e-01 -8.0128e-02  1.9023e-01
 -6.4031e-01  1.9684e-01  2.8202e-01 -3.4249e-01  4.8984e-04 -9.0319e-02
 -2.4112e-01  1.0048e-03  2.7834e-01 -1.6982e-01 -6.5294e-02 -9.3219e-02
  8.0833e-02  3.2557e-01 -5.2481e-01 -5.4079e-01 -7.9047e-03 -4.8871e-02
 -2.4054e-01  2.0605e-01  3.0753e-01 -8.0323e-02 -1.5851e-01 -1.8979e-01
  6.1842e-01 -5.3245e-01  3.0098e-01  2.0676e-01  9.5705e-02 -8.6249e-01
 -1.1894e-01 -8.5449e-01  1.0568e+00 -4.6670e-01  1.1373e-01  1.1560e+00
 -2.3108e-01 -1.5182e+00 -2.8349e-01 -4.4547e-01  1.8925e+00  3.7129e-01
 -3.3839e-02 -7.1328e-01  1.1752e-02  4.4797e-02  3.3612e-01 -2.6643e-01
  5.1826e-01  5.0310e-01  1.7071e-01  4.0565e-01  3.5669e-02 -7.6190e-01
 -6.3026e-02 -3.5451e-01  5.7579e-02  2.4302e-01  1.1704e-02  2.2590e-01
 -1.0294e+00  2.2398e-01  9.3929e-01  3.4621e-01 -5.3052e-01 -1.3077e-01
 -1.0636e+00 -2.0863e-01 -1.9326e-01  1.7351e-01  4.7120e-01 -5.2515e-01
 -4.7254e-01 -2.6761e-01  2.9507e-02 -4.5008e-01  5.2696e-01  6.3616e-02
  6.0892e-02  7.3526e-02  8.6442e-01 -5.4805e-01]",4
350,arte,"[ 0.90365  -0.89135  -0.46284  -0.1922    0.37642   0.13325   0.149
  0.21094   0.50738   0.39721   0.43053  -0.75435  -0.24541  -0.62174
 -0.92575   0.206     0.034755  0.68481   0.7092    1.337    -0.21815
  0.043827  0.054883 -0.010937  0.93018  -1.1023    0.25208  -0.13974
  0.6561    0.26843   0.21573  -0.09639  -0.89205   0.43587   0.11577
 -0.19204   0.61606   0.57679   0.018976 -0.013832  0.7355   -0.073542
 -0.54771   0.76364  -0.30583  -0.75174  -0.11815  -0.25013   0.82287
  1.0193   -0.8061    1.492    -0.49291  -0.5262   -1.068    -0.14436
 -0.19547   0.47476   0.28725  -0.15541  -0.80419  -0.14976  -1.1426
 -0.45207  -0.081693 -0.046585  0.60727  -0.3659    0.40598   1.0912
  1.2114    0.46438   0.32258  -0.484    -0.063258 -0.11585   0.43984
  0.047391 -0.3097    0.52019  -0.68315  -0.77129   0.11657  -0.35473
  0.0568   -0.072452 -0.41332   0.17442   0.46533  -0.53359   0.026029
 -0.19686   0.34544   0.70372   0.84559  -0.4261   -0.54634  -1.3517
  0.79995   0.38316 ]",0
351,aktion,"[ 0.086547  -0.011399  -1.0165    -0.028251  -0.97529    0.20496
  0.63538    0.24724   -0.20812   -0.071861   0.21958    0.33702
 -0.71476    0.24915   -0.22593   -0.47539    0.29066   -0.81338
  0.29207    0.50875    0.55777   -0.034795  -1.0535     0.39304
 -0.44654    0.71997    0.18004    0.32653    0.11917    0.13055
 -0.28363   -0.2965     0.26564    0.0062487  0.033921  -0.11759
 -0.19439    0.032779   0.14056   -0.037435  -0.24165    0.79532
 -0.57018    0.86127   -0.15604    0.31384    0.094609   0.040567
 -0.64653    0.89706   -0.47126    0.74332    0.28958   -0.039387
 -0.43335    0.54966    0.05818    0.39616   -0.22988    0.10435
  0.11031   -0.32893   -0.42891   -0.086669   0.10386   -0.44054
 -0.81929   -0.87032    0.45403   -0.2518     0.53398   -0.80482
 -0.29317    0.72435   -0.10293    0.45871   -0.10056   -0.29075
 -0.32746   -0.1247    -0.15034   -0.16575   -0.45743    0.49538
  0.25998    0.037207  -0.28246   -0.10198   -0.10903    0.4998
 -0.090134  -0.044537   0.31638    0.74798    1.4668     0.091635
  0.27016    0.54111   -0.058652   0.056137 ]",0
352,con,"[ 0.50064  -0.16106   0.69482  -0.18004  -0.20699   0.51362   1.1964
  0.55661   1.4881   -0.071186  0.21248  -0.47841  -0.34577  -0.19581
  0.63432  -0.26098   0.17526   0.072686  0.12884   0.67695   0.99635
 -0.48269  -0.60878  -0.3858    0.47121   0.066422  0.032798 -0.5199
  0.058482 -0.57419  -0.41926  -0.077738 -0.013369  0.24665   0.25994
 -0.010676  0.69217  -0.30903   0.78594  -0.30842   0.090954 -0.011888
 -0.60034  -0.49359   0.54459  -0.088844 -1.4819   -0.75163  -0.51673
 -0.094785 -1.4877    0.96247  -0.048114 -0.26788  -0.60665  -0.72313
 -0.04613   0.85013   0.16506   0.19548  -0.87041  -0.27251  -0.74286
 -1.0106    0.36384  -0.596     0.23678  -0.2121    0.22516   0.47336
  0.38447   0.51704  -0.83726  -0.43561  -0.43775  -0.4919    0.22972
 -0.51562   0.044931  0.15958   0.74516   0.078262 -0.075325 -0.26971
 -0.40457   0.12594  -0.32978  -0.093252  0.049594 -1.3099    0.14568
  0.44463   0.52778  -0.27334   0.74727   0.194    -1.283    -0.70589
  0.30201  -0.37668 ]",2
353,answer,"[-0.082796   0.67769    0.83451    0.021617  -0.39804    0.29059
  0.16236    0.0016077  0.50791   -0.22283    0.20148    0.23018
 -0.26089    0.18467   -0.1056    -0.30302   -0.54925    0.60735
 -0.81955   -0.022075  -0.2215    -0.26711   -0.51317   -0.45355
 -0.15207   -0.015842   0.03097   -0.01253    0.11764   -0.2417
 -0.036075   0.41494    0.26163    0.053355   0.11661    0.52683
 -0.45597   -0.19232    0.38847   -0.21022   -0.47381    0.29307
 -0.12488   -0.59571   -0.83657   -0.35069    0.054797  -0.58404
 -0.31494   -0.6758     0.71149    0.066      0.6271     0.58183
  0.023611  -1.5102     0.099292  -0.19678    1.3201     0.0085114
 -0.32974    0.31849   -0.37087   -0.7073     1.3052    -0.47831
  0.26537    0.37514   -0.6787     0.071137  -0.17928    0.4387
  0.02192   -0.73592    0.25514    0.39771   -0.38477   -0.36572
 -0.76361   -0.47661    0.60256   -0.23426   -0.52788   -0.64575
 -1.5411    -0.40035    0.24799    0.34131   -0.25353   -0.013064
 -0.014871   0.41374    0.19739   -0.008915  -0.014598   0.22111
 -0.13197   -0.26464    0.23845    0.69793  ]",3
